	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
1054	市北高新	600604.XSHG	147.8037	-0.89%	73.31	2.43	801180	房地产I	801182	园区开发II	37.79	-0.34	中证1000,金融地产
1055	中航电子	600372.XSHG	232.4328	1.59%	46.66	3.18	801740	国防军工I	801742	航空装备II	37.71	0.6	沪深300
1056	中油工程	600339.XSHG	179.7773	0.0%	21.39	0.77	801020	采掘I	801024	采掘服务II	37.7	0.0	沪深300,300价值
1057	万业企业	600641.XSHG	113.2653	-0.57%	17.96	1.81	801180	房地产I	801181	房地产开发II	37.18	-0.21	中证1000,金融地产
1058	人民同泰	600829.XSHG	37.2288	-0.93%	14.04	2.08	801150	医药生物I	801154	医药商业II	36.77	-0.34	全指医药
1059	广州港	601228.XSHG	231.0056	0.27%	31.31	1.76	801170	交通运输I	801171	港口II	35.8	0.1	沪深300
1060	金力永磁	300748.XSHE	166.4859	-2.28%	119.7	14.24	801050	有色金属I	801051	金属非金属新材料II	34.09	-0.78	中证1000,创业板
1061	ST辅仁	600781.XSHG	32.6122	2.12%	4.68	0.55	801150	医药生物I	801151	化学制药II	33.75	0.72	中证1000,全指医药
1062	戴维医疗	300314.XSHE	24.1344	0.12%	76.25	2.99	801150	医药生物I	801153	医疗器械II	33.7	0.04	全指医药
1063	长沙银行	601577.XSHG	293.2272	-0.12%	5.99	0.87	801780	银行I	801192	银行II	32.79	-0.04	沪深300,金融地产
1064	申通快递	002468.XSHE	277.6875	-0.55%	17.98	3.14	801170	交通运输I	801178	物流II	31.96	-0.18	沪深300
1065	远大控股	000626.XSHE	38.8156	0.84%	42.7	1.46	801200	商业贸易I	801202	贸易II	31.55	0.27	基本面60,基本面120,中证1000
1066	北辰实业	601588.XSHG	102.0207	0.0%	7.79	0.71	801180	房地产I	801181	房地产开发II	31.49	0.0	中证1000,金融地产
1067	九典制药	300705.XSHE	26.2138	0.9%	40.07	3.52	801150	医药生物I	801151	化学制药II	31.25	0.28	全指医药
1068	盘龙药业	002864.XSHE	21.3988	1.94%	27.98	3.24	801150	医药生物I	801155	中药II	31.25	0.61	全指医药
1069	爱朋医疗	300753.XSHE	35.4712	-6.04%	37.0	5.47	801150	医药生物I	801153	医疗器械II	30.64	-1.85	全指医药
1070	嘉凯城	000918.XSHE	119.2571	-1.82%	-8.14	3.95	801180	房地产I	801181	房地产开发II	29.74	-0.54	中证1000,金融地产
1071	苏农银行	603323.XSHG	89.0714	0.4%	9.78	0.79	801780	银行I	801192	银行II	28.81	0.12	中证1000,金融地产
1072	振德医疗	603301.XSHG	26.418000000000003	-0.32%	18.86	2.23	801150	医药生物I	801153	医疗器械II	26.96	-0.09	全指医药
1073	华森制药	002907.XSHE	57.14	9.98%	35.03	5.99	801150	医药生物I	801155	中药II	26.73	2.67	中证1000,全指医药
1074	美凯龙	601828.XSHG	378.785	0.09%	9.24	0.85	801200	商业贸易I	801205	商业物业经营II	26.69	0.02	沪深300,300价值
1075	赛隆药业	002898.XSHE	20.304000000000002	1.65%	62.55	3.12	801150	医药生物I	801151	化学制药II	26.35	0.43	全指医药
1076	藏格控股	000408.XSHE	172.8607	-0.81%	38.5	2.22	801030	化工I	801034	化学制品II	26.21	-0.21	沪深300
1077	华锦股份	000059.XSHE	92.4478	-0.52%	10.05	0.67	801030	化工I	801035	石油化工II	24.8	-0.13	基本面120,中证1000
1078	苏州高新	600736.XSHG	60.6731	-0.76%	12.88	0.98	801180	房地产I	801181	房地产开发II	24.09	-0.18	中证1000,金融地产
1079	圆通速递	600233.XSHG	355.8994	-1.84%	17.56	2.97	801170	交通运输I	801178	物流II	23.65	-0.44	沪深300
1080	光启技术	002625.XSHE	204.0395	2.85%	178.15	2.66	801880	汽车I	801093	汽车零部件II	23.65	0.67	沪深300
1081	光明地产	600708.XSHG	72.4307	-0.31%	7.4	0.63	801180	房地产I	801181	房地产开发II	23.49	-0.07	中证1000,金融地产
1082	华联股份	000882.XSHE	59.6743	-0.46%	-98.83	0.74	801200	商业贸易I	801205	商业物业经营II	23.2	-0.11	中证1000,金融地产
1083	昂利康	002940.XSHE	25.857	-1.78%	25.88	2.74	801150	医药生物I	801151	化学制药II	22.67	-0.4	全指医药
1084	光大嘉宝	600622.XSHG	54.8885	-1.37%	7.32	0.88	801180	房地产I	801181	房地产开发II	22.31	-0.31	中证1000,金融地产
1085	卫信康	603676.XSHG	41.9193	0.91%	78.44	4.56	801150	医药生物I	801151	化学制药II	22.26	0.2	中证1000,全指医药
1086	明德生物	002932.XSHE	22.4791	-0.21%	38.63	3.67	801150	医药生物I	801153	医疗器械II	22.06	-0.05	全指医药
1087	新华联	000620.XSHE	97.4899	0.78%	9.34	1.34	801180	房地产I	801181	房地产开发II	22.03	0.17	中证1000,金融地产
1088	仁东控股	002647.XSHE	95.0772	0.24%	131.12	9.44	801790	非银金融I	801191	多元金融II	21.98	0.05	中证1000,金融地产
1089	新光药业	300519.XSHE	20.592	0.39%	22.63	2.66	801150	医药生物I	801155	中药II	20.84	0.08	全指医药
1090	经纬纺机	000666.XSHE	73.5816	-0.29%	11.78	0.85	801790	非银金融I	801191	多元金融II	20.57	-0.06	中证1000,金融地产
1091	安道麦A	000553.XSHE	238.2943	0.51%	40.57	1.03	801030	化工I	801034	化学制品II	20.45	0.1	沪深300
1092	神州数码	000034.XSHE	111.7806	-3.57%	16.48	2.66	801750	计算机I	801222	计算机应用II	20.13	-0.72	基本面120,中证1000
1093	合盛硅业	603260.XSHG	258.5128	-1.09%	18.21	3.13	801050	有色金属I	801051	金属非金属新材料II	19.82	-0.22	沪深300
1094	青岛港	601298.XSHG	424.5179	-0.31%	11.49	1.44	801170	交通运输I	801171	港口II	17.26	-0.05	沪深300
1095	中国重汽	000951.XSHE	129.6528	-1.71%	13.05	1.97	801880	汽车I	801094	汽车整车II	16.84	-0.29	基本面120,中证1000
1096	顺络电子	002138.XSHE	192.3069	-0.92%	46.45	4.46	801080	电子I	801083	元件II	16.72	-0.15	中证1000
1097	中国武夷	000797.XSHE	50.9247	0.0%	16.62	1.0	801180	房地产I	801181	房地产开发II	16.66	0.0	中证1000,金融地产
1098	江苏国泰	002091.XSHE	85.9945	6.73%	8.21	1.04	801200	商业贸易I	801202	贸易II	16.47	1.11	基本面120,中证1000
1099	天邦股份	002124.XSHE	148.7803	0.23%	-21.85	6.22	801010	农林牧渔I	801014	饲料II	15.41	0.04	中证1000
1100	深天马A	000050.XSHE	302.303	2.57%	40.71	1.12	801080	电子I	801084	光学光电子II	15.35	0.39	基本面120
1101	白银有色	601212.XSHG	247.3195	0.3%	88.41	2.05	801050	有色金属I	801055	工业金属II	15.34	0.05	沪深300
1102	浙大网新	600797.XSHG	105.0822	-1.39%	63.39	2.34	801750	计算机I	801222	计算机应用II	15.09	-0.21	中证1000
1103	佳都科技	600728.XSHG	144.1913	1.85%	19.52	3.08	801750	计算机I	801222	计算机应用II	15.09	0.28	中证1000
1104	华天科技	002185.XSHE	165.7702	-1.32%	72.07	2.17	801080	电子I	801081	半导体II	14.68	-0.19	中证1000
1105	厦门信达	000701.XSHE	20.2493	0.0%	-8.97	0.78	801080	电子I	801083	元件II	14.65	0.0	基本面120
1106	南山控股	002314.XSHE	79.33800000000001	-1.02%	22.48	0.97	801180	房地产I	801181	房地产开发II	14.59	-0.15	中证1000,金融地产
1107	梦网集团	002123.XSHE	180.1186	-1.12%	166.42	3.86	801760	传媒I	801752	互联网传媒II	14.55	-0.16	中证1000
1108	星宇股份	601799.XSHG	236.6374	-2.31%	33.68	5.11	801880	汽车I	801093	汽车零部件II	14.37	-0.33	中证1000
1109	星网锐捷	002396.XSHE	184.8998	-0.73%	28.05	4.51	801770	通信I	801102	通信设备II	13.42	-0.1	中证1000
1110	山东药玻	600529.XSHG	134.8197	-3.18%	30.85	3.6	801150	医药生物I	801153	医疗器械II	12.88	-0.41	中证1000
1111	中洲控股	000042.XSHE	66.3501	1.5%	10.78	0.87	801180	房地产I	801181	房地产开发II	12.84	0.19	金融地产
1112	重庆啤酒	600132.XSHG	243.9699	-3.89%	39.79	18.05	801120	食品饮料I	801123	饮料制造II	12.79	-0.5	中证1000
1113	金证股份	600446.XSHG	157.6327	0.11%	-128.37	8.95	801750	计算机I	801222	计算机应用II	12.65	0.01	中证1000
1114	紫金银行	601860.XSHG	226.2429	0.49%	16.11	1.69	801780	银行I	801192	银行II	12.6	0.06	金融地产
1115	大众公用	600635.XSHG	134.0405	-0.44%	28.49	1.7	801160	公用事业I	801163	燃气II	11.88	-0.05	中证1000
1116	益生股份	002458.XSHE	169.1827	-2.49%	9.97	5.88	801010	农林牧渔I	801017	畜禽养殖II	11.43	-0.28	中证1000
1117	绿盟科技	300369.XSHE	138.1542	-0.46%	65.61	4.44	801750	计算机I	801222	计算机应用II	11.43	-0.05	中证1000
1118	东方通信	600776.XSHG	237.0072	0.11%	226.81	7.77	801770	通信I	801102	通信设备II	11.39	0.01	中证1000
1119	圣邦股份	300661.XSHE	222.1551	-2.11%	146.74	22.02	801080	电子I	801081	半导体II	10.98	-0.23	中证1000
1120	森马服饰	002563.XSHE	253.3925	-0.43%	14.65	2.19	801130	纺织服装I	801132	服装家纺II	10.87	-0.05	基本面120
1121	中油资本	000617.XSHE	1030.3293	0.61%	13.73	1.25	801790	非银金融I	801191	多元金融II	10.7	0.07	金融地产
1122	浙江鼎力	603338.XSHG	227.6581	-1.75%	43.11	7.7	801890	机械设备I	801074	专用设备II	10.39	-0.18	中证1000
1123	洽洽食品	002557.XSHE	164.775	-0.92%	31.06	4.77	801120	食品饮料I	801124	食品加工II	10.35	-0.1	中证1000
1124	罗牛山	000735.XSHE	105.01799999999999	0.0%	-248.43	2.69	801010	农林牧渔I	801017	畜禽养殖II	10.17	0.0	中证1000
1125	嘉化能源	600273.XSHG	130.5218	-0.99%	10.99	1.89	801030	化工I	801034	化学制品II	10.17	-0.1	中证1000
1126	荣安地产	000517.XSHE	80.5532	-0.4%	9.46	1.46	801180	房地产I	801181	房地产开发II	10.12	-0.04	中证1000,金融地产
1127	和而泰	002402.XSHE	91.5316	0.28%	32.97	5.05	801080	电子I	801085	电子制造II	9.89	0.03	中证1000
1128	赛轮轮胎	601058.XSHG	119.3515	0.23%	10.83	1.72	801030	化工I	801037	橡胶II	9.89	0.02	中证1000
1129	皇庭国际	000056.XSHE	47.718999999999994	-0.49%	58.23	0.88	801180	房地产I	801181	房地产开发II	9.51	-0.05	中证1000,金融地产
1130	易见股份	600093.XSHG	166.9079	-2.69%	18.27	2.12	801790	非银金融I	801191	多元金融II	9.44	-0.25	中证1000
1131	华帝股份	002035.XSHE	100.0049	-2.53%	13.31	3.6	801110	家用电器I	801111	白色家电II	9.31	-0.24	中证1000
1132	润和软件	300339.XSHE	97.4807	0.98%	32.14	2.04	801750	计算机I	801222	计算机应用II	9.22	0.09	中证1000
1133	酒鬼酒	000799.XSHE	126.6898	-3.54%	51.58	5.47	801120	食品饮料I	801123	饮料制造II	9.17	-0.32	中证1000
1134	东方日升	300118.XSHE	105.8197	-1.36%	13.15	1.32	801730	电气设备I	801733	电源设备II	9.17	-0.12	中证1000
1135	招商公路	001965.XSHE	497.3461	-0.62%	11.84	1.05	801170	交通运输I	801175	高速公路II	9.05	-0.06	基本面60,基本面120
1136	东方通	300379.XSHE	108.7862	-1.81%	73.45	7.1	801750	计算机I	801222	计算机应用II	9.04	-0.16	中证1000
1137	方正科技	600601.XSHG	71.334	0.92%	-80.12	2.52	801080	电子I	801083	元件II	8.81	0.08	中证1000
1138	舍得酒业	600702.XSHG	98.7277	-1.43%	26.57	3.5	801120	食品饮料I	801123	饮料制造II	8.76	-0.13	中证1000
1139	远光软件	002063.XSHE	89.8669	1.51%	45.39	3.83	801750	计算机I	801222	计算机应用II	8.76	0.13	中证1000
1140	美好置业	000667.XSHE	67.5955	0.36%	207.27	0.95	801180	房地产I	801181	房地产开发II	8.72	0.03	中证1000
1141	卫星石化	002648.XSHE	153.8879	1.39%	12.41	1.73	801030	化工I	801033	化学原料II	8.63	0.12	中证1000
1142	数码科技	300079.XSHE	67.20100000000001	2.77%	112.3	1.75	801750	计算机I	801222	计算机应用II	8.63	0.24	中证1000
1143	联创电子	002036.XSHE	100.0693	0.0%	34.89	4.44	801080	电子I	801084	光学光电子II	8.58	0.0	中证1000
1144	北信源	300352.XSHE	119.1755	-0.85%	97.91	5.1	801750	计算机I	801222	计算机应用II	8.54	-0.07	中证1000
1145	海特高新	002023.XSHE	81.5821	0.28%	124.81	2.3	801740	国防军工I	801742	航空装备II	8.49	0.02	中证1000
1146	万润股份	002643.XSHE	115.5508	0.71%	22.9	2.46	801030	化工I	801034	化学制品II	8.45	0.06	中证1000
1147	天康生物	002100.XSHE	131.6161	-1.13%	36.96	3.48	801010	农林牧渔I	801014	饲料II	8.45	-0.1	中证1000
1148	百润股份	002568.XSHE	140.6066	-3.18%	63.37	7.29	801120	食品饮料I	801123	饮料制造II	8.45	-0.27	中证1000
1149	恒邦股份	002237.XSHE	115.7118	-0.63%	35.64	2.52	801050	有色金属I	801053	黄金II	8.36	-0.05	中证1000
1150	民和股份	002234.XSHE	96.8059	-1.03%	6.48	4.07	801010	农林牧渔I	801017	畜禽养殖II	8.31	-0.09	中证1000
1151	兴森科技	002436.XSHE	102.368	0.87%	38.01	3.8	801080	电子I	801083	元件II	8.27	0.07	中证1000
1152	一汽轿车	000800.XSHE	168.7717	0.39%	-85.07	2.18	801880	汽车I	801094	汽车整车II	8.22	0.03	中证1000
1153	瀚叶股份	600226.XSHG	90.079	-1.05%	61.71	2.03	801760	传媒I	801752	互联网传媒II	8.22	-0.09	中证1000
1154	盛屯矿业	600711.XSHG	108.9392	-1.48%	68.38	1.22	801050	有色金属I	801054	稀有金属II	8.18	-0.12	中证1000
1155	振华重工	600320.XSHG	182.285	0.58%	37.1	1.21	801890	机械设备I	801074	专用设备II	8.13	0.05	中证1000
1156	恒顺醋业	600305.XSHG	109.3065	-2.37%	32.44	4.99	801120	食品饮料I	801124	食品加工II	8.13	-0.19	中证1000
1157	浪潮软件	600756.XSHG	64.8198	0.3%	41.46	2.76	801750	计算机I	801222	计算机应用II	8.09	0.02	中证1000
1158	中航善达	000043.XSHE	130.0575	-0.21%	79.17	2.72	801180	房地产I	801181	房地产开发II	8.04	-0.02	中证1000
1159	五矿稀土	000831.XSHE	115.4506	-2.29%	138.54	5.28	801050	有色金属I	801054	稀有金属II	8.0	-0.18	中证1000
1160	通富微电	002156.XSHE	147.4434	-0.16%	-240.32	2.42	801080	电子I	801081	半导体II	8.0	-0.01	中证1000
1161	航天电器	002025.XSHE	106.6923	0.16%	27.42	3.64	801740	国防军工I	801741	航天装备II	7.95	0.01	中证1000
1162	蓝焰控股	000968.XSHE	98.6853	-0.29%	13.96	2.27	801020	采掘I	801021	煤炭开采II	7.91	-0.02	中证1000
1163	梅雁吉祥	600868.XSHG	64.7269	0.0%	113.69	2.77	801160	公用事业I	801161	电力II	7.86	0.0	中证1000
1164	老凤祥	600612.XSHG	250.4688	-0.63%	18.12	3.69	801140	轻工制造I	801142	家用轻工II	7.86	-0.05	中证1000
1165	山煤国际	600546.XSHG	123.7053	-0.64%	20.14	1.93	801020	采掘I	801021	煤炭开采II	7.82	-0.05	中证1000
1166	炼石航空	000697.XSHE	74.3479	-0.18%	44.26	2.48	801740	国防军工I	801742	航空装备II	7.68	-0.01	中证1000
1167	远兴能源	000683.XSHE	84.76700000000001	-0.46%	8.26	0.84	801030	化工I	801033	化学原料II	7.68	-0.04	中证1000
1168	华东电脑	600850.XSHG	99.4124	2.96%	31.9	3.98	801750	计算机I	801222	计算机应用II	7.64	0.23	中证1000
1169	北斗星通	002151.XSHE	101.6105	0.0%	181.78	2.6	801740	国防军工I	801741	航天装备II	7.59	0.0	中证1000
1170	祁连山	600720.XSHG	83.8394	-1.11%	7.32	1.27	801710	建筑材料I	801711	水泥制造II	7.59	-0.08	中证1000
1171	家家悦	603708.XSHG	143.5824	-0.72%	29.9	5.11	801200	商业贸易I	801203	一般零售II	7.59	-0.05	中证1000
1172	老白干酒	600559.XSHG	99.1503	-1.18%	26.26	3.14	801120	食品饮料I	801123	饮料制造II	7.5	-0.09	中证1000
1173	金禾实业	002597.XSHE	106.2222	-0.05%	13.82	2.63	801030	化工I	801034	化学制品II	7.5	-0.0	中证1000
1174	太极实业	600667.XSHG	143.6422	2.64%	21.84	2.15	801080	电子I	801081	半导体II	7.5	0.2	中证1000
1175	二六三	002467.XSHE	70.528	-0.77%	65.03	3.52	801770	通信I	801223	通信运营II	7.45	-0.06	中证1000
1176	鼎龙股份	300054.XSHE	76.3858	-0.13%	31.84	2.03	801030	化工I	801034	化学制品II	7.45	-0.01	中证1000
1177	中船科技	600072.XSHG	98.6575	-0.22%	79.81	2.58	801740	国防军工I	801744	船舶制造II	7.45	-0.02	中证1000
1178	有研新材	600206.XSHG	80.8581	-2.51%	94.02	2.67	801050	有色金属I	801051	金属非金属新材料II	7.41	-0.19	中证1000
1179	海联金汇	002537.XSHE	94.633	-1.05%	-52.55	1.51	801750	计算机I	801222	计算机应用II	7.36	-0.08	中证1000
1180	龙元建设	600491.XSHG	116.1086	-0.13%	11.71	1.13	801720	建筑装饰I	801721	房屋建设II	7.36	-0.01	中证1000
1181	硕贝德	300322.XSHE	78.1812	0.83%	67.89	11.71	801080	电子I	801085	电子制造II	7.23	0.06	中证1000
1182	华孚时尚	002042.XSHE	102.25399999999999	-1.63%	23.93	1.61	801130	纺织服装I	801131	纺织制造II	7.23	-0.12	中证1000
1183	上峰水泥	000672.XSHE	131.6437	-1.17%	6.28	2.86	801710	建筑材料I	801711	水泥制造II	7.23	-0.08	中证1000
1184	盈峰环境	000967.XSHE	182.1924	1.22%	13.68	1.21	801160	公用事业I	801162	环保工程及服务II	7.18	0.09	中证1000
1185	宏大爆破	002683.XSHE	97.1568	-2.33%	34.84	3.05	801030	化工I	801034	化学制品II	7.18	-0.17	中证1000
1186	大智慧	601519.XSHG	135.7599	1.02%	219.02	9.94	801750	计算机I	801222	计算机应用II	7.18	0.07	中证1000
1187	红旗连锁	002697.XSHE	108.12	-1.26%	22.86	3.67	801200	商业贸易I	801203	一般零售II	7.09	-0.09	中证1000
1188	吉电股份	000875.XSHE	67.6089	-0.63%	16.5	0.89	801160	公用事业I	801161	电力II	7.09	-0.04	中证1000
1189	海亮股份	002203.XSHE	195.6012	-0.3%	18.86	2.31	801050	有色金属I	801055	工业金属II	7.05	-0.02	中证1000
1190	鹏欣资源	600490.XSHG	93.0622	-0.48%	36.44	1.43	801050	有色金属I	801055	工业金属II	7.05	-0.03	中证1000
1191	云赛智联	600602.XSHG	108.0462	0.13%	39.18	2.63	801750	计算机I	801222	计算机应用II	7.0	0.01	中证1000
1192	雷科防务	002413.XSHE	55.2477	0.2%	46.49	1.57	801740	国防军工I	801742	航空装备II	6.96	0.01	中证1000
1193	银之杰	300085.XSHE	105.0774	0.2%	315.88	7.77	801750	计算机I	801222	计算机应用II	6.96	0.01	中证1000
1194	火炬电子	603678.XSHG	92.2081	0.39%	24.81	3.03	801080	电子I	801083	元件II	6.91	0.03	中证1000
1195	新北洋	002376.XSHE	76.6901	0.95%	22.62	2.33	801750	计算机I	801101	计算机设备II	6.87	0.07	中证1000
1196	双塔食品	002481.XSHE	84.7992	0.44%	44.8	3.1	801120	食品饮料I	801124	食品加工II	6.87	0.03	中证1000
1197	科达股份	600986.XSHG	61.3564	3.67%	-101.39	0.99	801760	传媒I	801751	营销传播II	6.82	0.25	中证1000
1198	飞荣达	300602.XSHE	137.0784	0.02%	45.5	9.62	801080	电子I	801085	电子制造II	6.78	0.0	中证1000
1199	金圆股份	000546.XSHE	74.5374	0.77%	18.28	1.84	801710	建筑材料I	801711	水泥制造II	6.78	0.05	中证1000
1200	新易盛	300502.XSHE	86.8514	1.39%	54.49	6.97	801770	通信I	801102	通信设备II	6.73	0.09	中证1000
1201	新宝股份	002705.XSHE	127.5945	-1.44%	19.23	3.09	801110	家用电器I	801111	白色家电II	6.73	-0.1	中证1000
1202	新洋丰	000902.XSHE	103.4492	0.13%	14.26	1.58	801030	化工I	801034	化学制品II	6.73	0.01	中证1000
1203	福能股份	600483.XSHG	141.9926	-4.04%	10.96	1.19	801160	公用事业I	801161	电力II	6.73	-0.27	中证1000
1204	盛路通信	002446.XSHE	85.3775	0.94%	65.57	2.33	801770	通信I	801102	通信设备II	6.73	0.06	中证1000
1205	金固股份	002488.XSHE	72.0055	-0.7%	65.03	1.8	801880	汽车I	801093	汽车零部件II	6.73	-0.05	中证1000
1206	银轮股份	002126.XSHE	54.3377	-0.58%	16.92	1.46	801880	汽车I	801093	汽车零部件II	6.73	-0.04	中证1000
1207	中新赛克	002912.XSHE	106.5172	-0.54%	47.43	7.6	801750	计算机I	801101	计算机设备II	6.69	-0.04	中证1000
1208	国睿科技	600562.XSHG	83.9551	0.59%	252.43	4.69	801740	国防军工I	801743	地面兵装II	6.64	0.04	中证1000
1209	高鸿股份	000851.XSHE	49.1935	0.55%	199.7	1.46	801770	通信I	801102	通信设备II	6.55	0.04	中证1000
1210	神火股份	000933.XSHE	90.4638	-0.21%	3.68	1.06	801050	有色金属I	801055	工业金属II	6.51	-0.01	中证1000
1211	兆驰股份	002429.XSHE	131.734	-0.34%	17.36	1.41	801110	家用电器I	801112	视听器材II	6.51	-0.02	中证1000
1212	珀莱雅	603605.XSHG	171.6163	-1.69%	49.68	9.2	801030	化工I	801034	化学制品II	6.51	-0.11	中证1000
1213	唐人神	002567.XSHE	75.4587	-1.44%	54.01	2.18	801010	农林牧渔I	801014	饲料II	6.42	-0.09	中证1000
1214	北京君正	300223.XSHE	126.1921	-0.05%	218.93	10.17	801080	电子I	801081	半导体II	6.37	-0.0	中证1000
1215	神州信息	000555.XSHE	116.9309	0.08%	-182.86	2.29	801750	计算机I	801222	计算机应用II	6.37	0.01	中证1000
1216	宝泰隆	601011.XSHG	67.176	0.24%	49.89	1.09	801020	采掘I	801021	煤炭开采II	6.37	0.02	中证1000
1217	新安股份	600596.XSHG	63.9693	-0.88%	13.46	1.12	801030	化工I	801034	化学制品II	6.33	-0.06	中证1000
1218	美克家居	600337.XSHG	68.7114	0.77%	14.67	1.52	801140	轻工制造I	801142	家用轻工II	6.28	0.05	中证1000
